time,x_2dot,x_dot,x,z_2dot,z_dot,z,slip_ratio,F_DP,F_z,h
0.634,0.00678332,0.0646204,0.0308403,0.000225939,-3.13657e-05,0.000454444,0.353796,0.720981,3.99283,0.00210776
0.635,0.00673489,0.0646271,0.0309049,0.000224363,-3.11414e-05,0.000454413,0.353729,0.72086,3.99284,0.00210773
0.636,0.00668681,0.0646338,0.0309695,0.000222797,-3.09186e-05,0.000454382,0.353662,0.720741,3.99284,0.0021077
0.637,0.00663906,0.0646405,0.0310342,0.00022124,-3.06973e-05,0.000454352,0.353595,0.720623,3.99285,0.00210767
0.638,0.00659166,0.064647,0.0310988,0.000219691,-3.04776e-05,0.000454321,0.35353,0.720505,3.99285,0.00210764
0.639,0.00654459,0.0646536,0.0311635,0.000218152,-3.02595e-05,0.000454291,0.353464,0.720388,3.99285,0.00210761
0.64,0.00649785,0.0646601,0.0312281,0.000216623,-3.00429e-05,0.000454261,0.353399,0.720272,3.99286,0.00210758
0.641,0.00645145,0.0646665,0.0312928,0.000215102,-2.98278e-05,0.000454231,0.353335,0.720157,3.99286,0.00210755
0.642,0.00640537,0.0646729,0.0313575,0.00021359,-2.96142e-05,0.000454201,0.353271,0.720042,3.99287,0.00210752
0.643,0.00635962,0.0646793,0.0314222,0.000212088,-2.94021e-05,0.000454172,0.353207,0.719929,3.99287,0.00210749
0.644,0.00631419,0.0646856,0.0314868,0.000210595,-2.91915e-05,0.000454143,0.353144,0.719816,3.99287,0.00210746
0.645,0.00626909,0.0646919,0.0315515,0.000209111,-2.89824e-05,0.000454114,0.353081,0.719704,3.99288,0.00210743
0.646,0.0062243,0.0646981,0.0316162,0.000207636,-2.87747e-05,0.000454085,0.353019,0.719593,3.99288,0.0021074
0.647,0.00617983,0.0647043,0.0316809,0.000206171,-2.85686e-05,0.000454056,0.352957,0.719483,3.99288,0.00210737
0.648,0.00613568,0.0647104,0.0317456,0.000204715,-2.83639e-05,0.000454028,0.352896,0.719373,3.99289,0.00210735
0.649,0.00609184,0.0647165,0.0318104,0.000203267,-2.81606e-05,0.000454,0.352835,0.719264,3.99289,0.00210732
0.65,0.00604831,0.0647226,0.0318751,0.00020183,-2.79588e-05,0.000453972,0.352774,0.719156,3.99289,0.00210729
0.651,0.00600509,0.0647286,0.0319398,0.000200401,-2.77584e-05,0.000453944,0.352714,0.719049,3.9929,0.00210726
0.652,0.00596217,0.0647345,0.0320046,0.000198981,-2.75594e-05,0.000453917,0.352655,0.718942,3.9929,0.00210723
0.653,0.00591956,0.0647405,0.0320693,0.000197571,-2.73618e-05,0.000453889,0.352595,0.718836,3.99291,0.00210721
0.654,0.00587725,0.0647463,0.032134,0.00019617,-2.71656e-05,0.000453862,0.352537,0.718731,3.99291,0.00210718
0.655,0.00583524,0.0647522,0.0321988,0.000194778,-2.69709e-05,0.000453835,0.352478,0.718627,3.99291,0.00210715
0.656,0.00579353,0.064758,0.0322635,0.000193395,-2.67775e-05,0.000453808,0.35242,0.718524,3.99292,0.00210713
0.657,0.00575212,0.0647637,0.0323283,0.000192021,-2.65854e-05,0.000453782,0.352363,0.718421,3.99292,0.0021071
0.658,0.00571099,0.0647694,0.0323931,0.000190656,-2.63948e-05,0.000453755,0.352306,0.718319,3.99292,0.00210707
0.659,0.00567016,0.0647751,0.0324579,0.0001893,-2.62055e-05,0.000453729,0.352249,0.718217,3.99293,0.00210705
0.66,0.00562962,0.0647807,0.0325226,0.000187953,-2.60175e-05,0.000453703,0.352193,0.718117,3.99293,0.00210702
0.661,0.00558937,0.0647863,0.0325874,0.000186615,-2.58309e-05,0.000453677,0.352137,0.718017,3.99293,0.00210699
0.662,0.0055494,0.0647919,0.0326522,0.000185286,-2.56456e-05,0.000453652,0.352081,0.717918,3.99294,0.00210697
0.663,0.00550972,0.0647974,0.032717,0.000183966,-2.54617e-05,0.000453626,0.352026,0.717819,3.99294,0.00210694
0.664,0.00547031,0.0648028,0.0327818,0.000182661,-2.5279e-05,0.000453601,0.351972,0.717721,3.99294,0.00210692
0.665,0.00543119,0.0648083,0.0328466,0.000181381,-2.50976e-05,0.000453576,0.351917,0.717624,3.99295,0.00210689
0.666,0.00539234,0.0648137,0.0329114,0.000180108,-2.49175e-05,0.000453551,0.351863,0.717528,3.99295,0.00210687
0.667,0.00535377,0.064819,0.0329763,0.000178843,-2.47387e-05,0.000453526,0.35181,0.717432,3.99295,0.00210684
0.668,0.00531548,0.0648243,0.0330411,0.000177584,-2.45611e-05,0.000453502,0.351757,0.717337,3.99295,0.00210682
0.669,0.00527745,0.0648296,0.0331059,0.000176333,-2.43848e-05,0.000453477,0.351704,0.717243,3.99296,0.00210679
0.67,0.0052397,0.0648348,0.0331707,0.00017509,-2.42097e-05,0.000453453,0.351652,0.717149,3.99296,0.00210677
0.671,0.00520222,0.0648401,0.0332356,0.000173854,-2.40358e-05,0.000453429,0.351599,0.717056,3.99296,0.00210675
0.672,0.005165,0.0648452,0.0333004,0.000172625,-2.38632e-05,0.000453405,0.351548,0.716963,3.99297,0.00210672
0.673,0.00512804,0.0648503,0.0333653,0.000171404,-2.36918e-05,0.000453381,0.351497,0.716872,3.99297,0.0021067
0.674,0.00509135,0.0648554,0.0334301,0.000170191,-2.35216e-05,0.000453358,0.351446,0.71678,3.99297,0.00210668
0.675,0.00505485,0.0648605,0.033495,0.000168562,-2.3353e-05,0.000453335,0.351395,0.71669,3.99298,0.00210665
0.676,0.00501867,0.0648655,0.0335599,0.000167369,-2.31857e-05,0.000453311,0.351345,0.7166,3.99298,0.00210663
0.677,0.00498274,0.0648705,0.0336247,0.000166185,-2.30195e-05,0.000453288,0.351295,0.716511,3.99298,0.00210661
0.678,0.00494707,0.0648754,0.0336896,0.000165007,-2.28545e-05,0.000453265,0.351246,0.716423,3.99299,0.00210658
0.679,0.00491166,0.0648804,0.0337545,0.000163838,-2.26906e-05,0.000453243,0.351196,0.716335,3.99299,0.00210656
0.68,0.0048765,0.0648852,0.0338194,0.000162676,-2.2528e-05,0.00045322,0.351148,0.716247,3.99299,0.00210654
0.681,0.00484158,0.0648901,0.0338843,0.000161522,-2.23664e-05,0.000453198,0.351099,0.716161,3.99299,0.00210652
0.682,0.00480692,0.0648949,0.0339492,0.000160376,-2.22061e-05,0.000453176,0.351051,0.716075,3.993,0.00210649
0.683,0.0047725,0.0648996,0.0340141,0.000159237,-2.20468e-05,0.000453154,0.351004,0.715989,3.993,0.00210647
0.684,0.00473833,0.0649044,0.034079,0.000158106,-2.18887e-05,0.000453132,0.350956,0.715904,3.993,0.00210645
0.685,0.0047044,0.0649091,0.0341439,0.000156982,-2.17317e-05,0.00045311,0.350909,0.71582,3.99301,0.00210643
0.686,0.00467071,0.0649138,0.0342088,0.000155866,-2.15759e-05,0.000453088,0.350862,0.715737,3.99301,0.00210641
0.687,0.00463726,0.0649184,0.0342737,0.000154758,-2.14211e-05,0.000453067,0.350816,0.715653,3.99301,0.00210638
0.688,0.00460405,0.064923,0.0343386,0.000153657,-2.12675e-05,0.000453046,0.35077,0.715571,3.99301,0.00210636
0.689,0.00457107,0.0649276,0.0344036,0.000152563,-2.11149e-05,0.000453025,0.350724,0.715489,3.99302,0.00210634
0.69,0.00453833,0.0649321,0.0344685,0.000151477,-2.09634e-05,0.000453004,0.350679,0.715408,3.99302,0.00210632
0.691,0.00450582,0.0649366,0.0345334,0.000150398,-2.0813e-05,0.000452983,0.350634,0.715327,3.99302,0.0021063
0.692,0.00447355,0.0649411,0.0345984,0.000149327,-2.06637e-05,0.000452962,0.350589,0.715247,3.99302,0.00210628
0.693,0.0044415,0.0649455,0.0346633,0.000148262,-2.05154e-05,0.000452942,0.350545,0.715168,3.99303,0.00210626
0.694,0.00440968,0.0649499,0.0347283,0.000147206,-2.03682e-05,0.000452921,0.350501,0.715089,3.99303,0.00210624
0.695,0.00437809,0.0649543,0.0347932,0.000146156,-2.02221e-05,0.000452901,0.350457,0.71501,3.99303,0.00210622
0.696,0.00434672,0.0649587,0.0348582,0.000145113,-2.0077e-05,0.000452881,0.350413,0.714932,3.99304,0.0021062
0.697,0.00431558,0.064963,0.0349231,0.000144078,-1.99329e-05,0.000452861,0.35037,0.714855,3.99304,0.00210618
0.698,0.00428466,0.0649673,0.0349881,0.00014305,-1.97898e-05,0.000452841,0.350327,0.714778,3.99304,0.00210616
0.699,0.00425396,0.0649715,0.0350531,0.000142029,-1.96478e-05,0.000452822,0.350285,0.714702,3.99304,0.00210614
0.7,0.00422347,0.0649757,0.0351181,0.000141015,-1.95068e-05,0.000452802,0.350243,0.714626,3.99305,0.00210612
0.701,0.00419321,0.0649799,0.035183,0.000140008,-1.93668e-05,0.000452783,0.350201,0.714551,3.99305,0.0021061
0.702,0.00416316,0.0649841,0.035248,0.000139008,-1.92278e-05,0.000452764,0.350159,0.714477,3.99305,0.00210608
0.703,0.00413332,0.0649882,0.035313,0.000138015,-1.90897e-05,0.000452744,0.350118,0.714403,3.99305,0.00210606
0.704,0.0041037,0.0649923,0.035378,0.000137042,-1.89527e-05,0.000452725,0.350077,0.714329,3.99306,0.00210604
0.705,0.00407428,0.0649964,0.035443,0.000136079,-1.88166e-05,0.000452707,0.350036,0.714256,3.99306,0.00210602
0.706,0.00404508,0.0650005,0.035508,0.000135121,-1.86815e-05,0.000452688,0.349995,0.714184,3.99306,0.00210601
0.707,0.00401608,0.0650045,0.035573,0.000134169,-1.85473e-05,0.000452669,0.349955,0.714112,3.99306,0.00210599
0.708,0.0039873,0.0650085,0.035638,0.000133223,-1.84141e-05,0.000452651,0.349915,0.71404,3.99306,0.00210597
0.709,0.00395871,0.0650124,0.035703,0.000132283,-1.82818e-05,0.000452633,0.349876,0.713969,3.99307,0.00210595
0.71,0.00393033,0.0650164,0.035768,0.000131348,-1.81505e-05,0.000452615,0.349836,0.713899,3.99307,0.00210593
0.711,0.00390216,0.0650203,0.0358331,0.000130419,-1.80201e-05,0.000452597,0.349797,0.713829,3.99307,0.00210591
0.712,0.00387418,0.0650241,0.0358981,0.000129496,-1.78906e-05,0.000452579,0.349759,0.713759,3.99307,0.0021059
0.713,0.00384641,0.065028,0.0359631,0.000128579,-1.7762e-05,0.000452561,0.34972,0.71369,3.99308,0.00210588
0.714,0.00381883,0.0650318,0.0360281,0.000127667,-1.76343e-05,0.000452543,0.349682,0.713622,3.99308,0.00210586
0.715,0.00379145,0.0650356,0.0360932,0.000126761,-1.75076e-05,0.000452526,0.349644,0.713554,3.99308,0.00210584
0.716,0.00376426,0.0650393,0.0361582,0.000125861,-1.73817e-05,0.000452508,0.349607,0.713487,3.99308,0.00210583
0.717,0.00373727,0.0650431,0.0362233,0.000124966,-1.72567e-05,0.000452491,0.349569,0.71342,3.99309,0.00210581
0.718,0.00371047,0.0650468,0.0362883,0.000124078,-1.71327e-05,0.000452474,0.349532,0.713353,3.99309,0.00210579
0.719,0.00368386,0.0650505,0.0363534,0.000123195,-1.70095e-05,0.000452457,0.349495,0.713287,3.99309,0.00210577
0.72,0.00365745,0.0650541,0.0364184,0.000122317,-1.68871e-05,0.00045244,0.349459,0.713221,3.99309,0.00210576
0.721,0.00363122,0.0650578,0.0364835,0.000121446,-1.67657e-05,0.000452423,0.349422,0.713156,3.99309,0.00210574
0.722,0.00360517,0.0650614,0.0365485,0.00012058,-1.66451e-05,0.000452407,0.349386,0.713092,3.9931,0.00210572
0.723,0.00357932,0.065065,0.0366136,0.00011972,-1.65254e-05,0.00045239,0.34935,0.713027,3.9931,0.00210571
0.724,0.00355365,0.0650685,0.0366787,0.000118865,-1.64065e-05,0.000452374,0.349315,0.712964,3.9931,0.00210569
0.725,0.00352816,0.065072,0.0367437,0.000118016,-1.62885e-05,0.000452357,0.34928,0.7129,3.9931,0.00210567
0.726,0.00350285,0.0650755,0.0368088,0.000117173,-1.61713e-05,0.000452341,0.349245,0.712838,3.9931,0.00210566
0.727,0.00347772,0.065079,0.0368739,0.000116336,-1.6055e-05,0.000452325,0.34921,0.712775,3.99311,0.00210564
0.728,0.00345278,0.0650825,0.036939,0.000115504,-1.59395e-05,0.000452309,0.349175,0.712713,3.99311,0.00210563
0.729,0.00342801,0.0650859,0.0370041,0.000114677,-1.58248e-05,0.000452293,0.349141,0.712652,3.99311,0.00210561
0.73,0.00340342,0.0650893,0.0370691,0.000113856,-1.5711e-05,0.000452278,0.349107,0.712591,3.99311,0.0021056
0.731,0.003379,0.0650927,0.0371342,0.000113041,-1.55979e-05,0.000452262,0.349073,0.71253,3.99311,0.00210558
0.732,0.00335476,0.065096,0.0371993,0.000112231,-1.54857e-05,0.000452247,0.34904,0.71247,3.99312,0.00210556
0.733,0.00333069,0.0650994,0.0372644,0.000111427,-1.53743e-05,0.000452231,0.349006,0.71241,3.99312,0.00210555
0.734,0.0033068,0.0651027,0.0373295,0.000110628,-1.52636e-05,0.000452216,0.348973,0.712351,3.99312,0.00210553
0.735,0.00328307,0.065106,0.0373946,0.000109835,-1.51538e-05,0.000452201,0.34894,0.712292,3.99312,0.00210552
0.736,0.00325951,0.0651092,0.0374598,0.000109047,-1.50448e-05,0.000452186,0.348908,0.712234,3.99312,0.0021055
0.737,0.00323612,0.0651124,0.0375249,0.000108265,-1.49365e-05,0.000452171,0.348876,0.712176,3.99313,0.00210549
0.738,0.0032129,0.0651157,0.03759,0.000107488,-1.4829e-05,0.000452156,0.348843,0.712118,3.99313,0.00210547
0.739,0.00318985,0.0651189,0.0376551,0.000106716,-1.47223e-05,0.000452141,0.348811,0.712061,3.99313,0.00210546
0.74,0.00316696,0.065122,0.0377202,0.00010595,-1.46163e-05,0.000452127,0.34878,0.712004,3.99313,0.00210544
0.741,0.00314418,0.0651252,0.0377853,0.000104916,-1.45114e-05,0.000452112,0.348748,0.711947,3.99314,0.00210543
0.742,0.00312161,0.0651283,0.0378505,0.000104164,-1.44073e-05,0.000452098,0.348717,0.711891,3.99314,0.00210542
0.743,0.0030992,0.0651314,0.0379156,0.000103418,-1.43038e-05,0.000452084,0.348686,0.711836,3.99314,0.0021054
0.744,0.00307695,0.0651345,0.0379807,0.000102678,-1.42012e-05,0.000452069,0.348655,0.711781,3.99314,0.00210539
0.745,0.00305486,0.0651375,0.0380459,0.000101943,-1.40992e-05,0.000452055,0.348625,0.711726,3.99314,0.00210537
0.746,0.00303293,0.0651405,0.038111,0.000101213,-1.3998e-05,0.000452041,0.348595,0.711671,3.99314,0.00210536
0.747,0.00301116,0.0651436,0.0381762,0.000100488,-1.38975e-05,0.000452027,0.348564,0.711617,3.99315,0.00210534
0.748,0.00298954,0.0651466,0.0382413,9.97685e-05,-1.37978e-05,0.000452014,0.348534,0.711564,3.99315,0.00210533
0.749,0.00296807,0.0651495,0.0383065,9.90543e-05,-1.36987e-05,0.000452,0.348505,0.71151,3.99315,0.00210532
0.75,0.00294676,0.0651525,0.0383716,9.83451e-05,-1.36004e-05,0.000451986,0.348475,0.711457,3.99315,0.0021053
0.751,0.0029256,0.0651554,0.0384368,9.76411e-05,-1.35027e-05,0.000451973,0.348446,0.711405,3.99315,0.00210529
0.752,0.00290459,0.0651583,0.0385019,9.69421e-05,-1.34058e-05,0.000451959,0.348417,0.711353,3.99315,0.00210528
0.753,0.00288373,0.0651612,0.0385671,9.62482e-05,-1.33095e-05,0.000451946,0.348388,0.711301,3.99316,0.00210526
0.754,0.00286303,0.065164,0.0386322,9.55592e-05,-1.3214e-05,0.000451933,0.34836,0.71125,3.99316,0.00210525
0.755,0.00284246,0.0651669,0.0386974,9.48752e-05,-1.31191e-05,0.00045192,0.348331,0.711198,3.99316,0.00210524
0.756,0.00282205,0.0651697,0.0387626,9.4196e-05,-1.30249e-05,0.000451907,0.348303,0.711148,3.99316,0.00210522
0.757,0.00280178,0.0651725,0.0388278,9.35218e-05,-1.29314e-05,0.000451894,0.348275,0.711098,3.99316,0.00210521
0.758,0.00278166,0.0651753,0.0388929,9.28523e-05,-1.28385e-05,0.000451881,0.348247,0.711048,3.99316,0.0021052
0.759,0.00276168,0.0651781,0.0389581,9.2192e-05,-1.27463e-05,0.000451868,0.348219,0.710998,3.99317,0.00210519
0.76,0.00274184,0.0651808,0.0390233,9.15432e-05,-1.26548e-05,0.000451855,0.348192,0.710949,3.99317,0.00210517
0.761,0.00272215,0.0651835,0.0390885,9.08983e-05,-1.25639e-05,0.000451843,0.348165,0.7109,3.99317,0.00210516
0.762,0.0027026,0.0651862,0.0391537,9.02574e-05,-1.24736e-05,0.00045183,0.348138,0.710851,3.99317,0.00210515
0.763,0.00268318,0.0651889,0.0392188,8.96205e-05,-1.2384e-05,0.000451818,0.348111,0.710803,3.99317,0.00210514
0.764,0.00266391,0.0651916,0.039284,8.89875e-05,-1.2295e-05,0.000451806,0.348084,0.710755,3.99317,0.00210512
0.765,0.00264477,0.0651942,0.0393492,8.83585e-05,-1.22067e-05,0.000451794,0.348058,0.710708,3.99318,0.00210511
0.766,0.00262577,0.0651968,0.0394144,8.77334e-05,-1.21189e-05,0.000451781,0.348032,0.710661,3.99318,0.0021051
0.767,0.00260691,0.0651994,0.0394796,8.71123e-05,-1.20318e-05,0.000451769,0.348006,0.710614,3.99318,0.00210509
0.768,0.00258818,0.065202,0.0395448,8.64951e-05,-1.19453e-05,0.000451757,0.34798,0.710567,3.99318,0.00210507
0.769,0.00256959,0.0652046,0.03961,8.58818e-05,-1.18594e-05,0.000451746,0.347954,0.710521,3.99318,0.00210506
0.77,0.00255113,0.0652072,0.0396752,8.52724e-05,-1.17742e-05,0.000451734,0.347928,0.710475,3.99318,0.00210505
0.771,0.0025328,0.0652097,0.0397405,8.4667e-05,-1.16895e-05,0.000451722,0.347903,0.71043,3.99319,0.00210504
0.772,0.0025146,0.0652122,0.0398057,8.40655e-05,-1.16054e-05,0.000451711,0.347878,0.710385,3.99319,0.00210503
0.773,0.00249653,0.0652147,0.0398709,8.34679e-05,-1.1522e-05,0.000451699,0.347853,0.71034,3.99319,0.00210502
0.774,0.0024786,0.0652172,0.0399361,8.28741e-05,-1.14391e-05,0.000451688,0.347828,0.710295,3.99319,0.00210501
0.775,0.00246079,0.0652196,0.0400013,8.22843e-05,-1.13568e-05,0.000451676,0.347804,0.710251,3.99319,0.00210499
0.776,0.0024431,0.0652221,0.0400665,8.16983e-05,-1.12751e-05,0.000451665,0.347779,0.710207,3.99319,0.00210498
0.777,0.00242555,0.0652245,0.0401318,8.11162e-05,-1.1194e-05,0.000451654,0.347755,0.710164,3.99319,0.00210497
0.778,0.00240812,0.0652269,0.040197,8.05379e-05,-1.11135e-05,0.000451643,0.347731,0.71012,3.9932,0.00210496
0.779,0.00239082,0.0652293,0.0402622,7.99635e-05,-1.10335e-05,0.000451632,0.347707,0.710077,3.9932,0.00210495
0.78,0.00237364,0.0652317,0.0403275,7.93929e-05,-1.09541e-05,0.000451621,0.347683,0.710035,3.9932,0.00210494
0.781,0.00235658,0.065234,0.0403927,7.88261e-05,-1.08753e-05,0.00045161,0.34766,0.709992,3.9932,0.00210493
0.782,0.00233964,0.0652364,0.0404579,7.82631e-05,-1.0797e-05,0.000451599,0.347636,0.70995,3.9932,0.00210492
0.783,0.00232283,0.0652387,0.0405232,7.77039e-05,-1.07193e-05,0.000451588,0.347613,0.709909,3.9932,0.00210491
0.784,0.00230614,0.065241,0.0405884,7.71484e-05,-1.06422e-05,0.000451578,0.34759,0.709867,3.9932,0.0021049
0.785,0.00228956,0.0652433,0.0406536,7.65967e-05,-1.05656e-05,0.000451567,0.347567,0.709826,3.99321,0.00210488
0.786,0.00227311,0.0652456,0.0407189,7.60487e-05,-1.04895e-05,0.000451557,0.347544,0.709785,3.99321,0.00210487
0.787,0.00225677,0.0652478,0.0407841,7.55045e-05,-1.0414e-05,0.000451546,0.347522,0.709745,3.99321,0.00210486
0.788,0.00224055,0.0652501,0.0408494,7.49639e-05,-1.0339e-05,0.000451536,0.347499,0.709704,3.99321,0.00210485
0.789,0.00222445,0.0652523,0.0409146,7.44271e-05,-1.02646e-05,0.000451526,0.347477,0.709665,3.99321,0.00210484
0.79,0.00220846,0.0652545,0.0409799,7.38939e-05,-1.01907e-05,0.000451515,0.347455,0.709625,3.99321,0.00210483
0.791,0.00219259,0.0652567,0.0410452,7.33644e-05,-1.01174e-05,0.000451505,0.347433,0.709585,3.99321,0.00210482
0.792,0.00217683,0.0652589,0.0411104,7.28385e-05,-1.00445e-05,0.000451495,0.347411,0.709546,3.99321,0.00210481
0.793,0.00216118,0.065261,0.0411757,7.23162e-05,-9.97221e-06,0.000451485,0.34739,0.709507,3.99322,0.0021048
0.794,0.00214564,0.0652632,0.0412409,7.17976e-05,-9.90041e-06,0.000451475,0.347368,0.709469,3.99322,0.00210479
0.795,0.00213022,0.0652653,0.0413062,7.12825e-05,-9.82913e-06,0.000451465,0.347347,0.709431,3.99322,0.00210478
0.796,0.00211491,0.0652674,0.0413715,7.0771e-05,-9.75836e-06,0.000451456,0.347326,0.709393,3.99322,0.00210477
0.797,0.0020997,0.0652695,0.0414367,7.0263e-05,-9.68809e-06,0.000451446,0.347305,0.709355,3.99322,0.00210476
0.798,0.00208461,0.0652716,0.041502,6.97586e-05,-9.61833e-06,0.000451436,0.347284,0.709317,3.99322,0.00210475
0.799,0.00206962,0.0652737,0.0415673,6.92577e-05,-9.54908e-06,0.000451427,0.347263,0.70928,3.99322,0.00210474
0.8,0.00205475,0.0652757,0.0416326,6.87603e-05,-9.48032e-06,0.000451417,0.347243,0.709243,3.99322,0.00210473
0.801,0.00203997,0.0652778,0.0416978,6.82663e-05,-9.41205e-06,0.000451408,0.347222,0.709207,3.99323,0.00210473
0.802,0.00202531,0.0652798,0.0417631,6.77759e-05,-9.34427e-06,0.000451399,0.347202,0.70917,3.99323,0.00210472
0.803,0.00201075,0.0652818,0.0418284,6.72888e-05,-9.27699e-06,0.000451389,0.347182,0.709134,3.99323,0.00210471
0.804,0.00199629,0.0652838,0.0418937,6.68052e-05,-9.21018e-06,0.00045138,0.347162,0.709098,3.99323,0.0021047
0.805,0.00198194,0.0652858,0.041959,6.63249e-05,-9.14386e-06,0.000451371,0.347142,0.709063,3.99323,0.00210469
0.806,0.00196769,0.0652877,0.0420243,6.58481e-05,-9.07801e-06,0.000451362,0.347123,0.709027,3.99323,0.00210468
0.807,0.00195354,0.0652897,0.0420895,6.53746e-05,-9.01263e-06,0.000451353,0.347103,0.708992,3.99323,0.00210467
0.808,0.00193949,0.0652916,0.0421548,6.49044e-05,-8.94773e-06,0.000451344,0.347084,0.708957,3.99323,0.00210466
0.809,0.00192555,0.0652936,0.0422201,6.44376e-05,-8.88329e-06,0.000451335,0.347064,0.708923,3.99324,0.00210465
0.81,0.0019117,0.0652955,0.0422854,6.39741e-05,-8.81932e-06,0.000451326,0.347045,0.708888,3.99324,0.00210464
0.811,0.00189796,0.0652974,0.0423507,6.35138e-05,-8.7558e-06,0.000451318,0.347026,0.708854,3.99324,0.00210463
0.812,0.00188431,0.0652993,0.042416,6.30568e-05,-8.69275e-06,0.000451309,0.347007,0.70882,3.99324,0.00210463
0.813,0.00187076,0.0653011,0.0424813,6.26031e-05,-8.63014e-06,0.0004513,0.346989,0.708787,3.99324,0.00210462
0.814,0.00185731,0.065303,0.0425466,6.21525e-05,-8.56799e-06,0.000451292,0.34697,0.708753,3.99324,0.00210461
0.815,0.00184395,0.0653048,0.0426119,6.17052e-05,-8.50629e-06,0.000451283,0.346952,0.70872,3.99324,0.0021046
0.816,0.00183069,0.0653067,0.0426772,6.1261e-05,-8.44502e-06,0.000451275,0.346933,0.708687,3.99324,0.00210459
0.817,0.00181752,0.0653085,0.0427425,6.08201e-05,-8.3842e-06,0.000451266,0.346915,0.708654,3.99324,0.00210458
0.818,0.00180445,0.0653103,0.0428079,6.03822e-05,-8.32382e-06,0.000451258,0.346897,0.708622,3.99325,0.00210458
0.819,0.00179148,0.0653121,0.0428732,5.99475e-05,-8.26387e-06,0.00045125,0.346879,0.70859,3.99325,0.00210457
0.82,0.00177859,0.0653139,0.0429385,5.95159e-05,-8.20436e-06,0.000451241,0.346861,0.708558,3.99325,0.00210456
0.821,0.0017658,0.0653156,0.0430038,5.90873e-05,-8.14527e-06,0.000451233,0.346844,0.708526,3.99325,0.00210455
0.822,0.0017531,0.0653174,0.0430691,5.86618e-05,-8.08661e-06,0.000451225,0.346826,0.708495,3.99325,0.00210454
0.823,0.00174049,0.0653191,0.0431344,5.82394e-05,-8.02837e-06,0.000451217,0.346809,0.708463,3.99325,0.00210453
0.824,0.00172797,0.0653208,0.0431998,5.782e-05,-7.97055e-06,0.000451209,0.346792,0.708432,3.99325,0.00210453
0.825,0.00171554,0.0653226,0.0432651,5.74035e-05,-7.91315e-06,0.000451201,0.346774,0.708401,3.99325,0.00210452
0.826,0.0017032,0.0653243,0.0433304,5.69901e-05,-7.85616e-06,0.000451193,0.346757,0.708371,3.99325,0.00210451
0.827,0.00169095,0.065326,0.0433957,5.65796e-05,-7.79958e-06,0.000451186,0.34674,0.70834,3.99326,0.0021045
0.828,0.00167879,0.0653276,0.0434611,5.61721e-05,-7.7434e-06,0.000451178,0.346724,0.70831,3.99326,0.0021045
0.829,0.00166671,0.0653293,0.0435264,5.57675e-05,-7.68764e-06,0.00045117,0.346707,0.70828,3.99326,0.00210449
0.83,0.00165473,0.065331,0.0435917,5.53658e-05,-7.63227e-06,0.000451163,0.34669,0.70825,3.99326,0.00210448
0.831,0.00164282,0.0653326,0.0436571,5.49669e-05,-7.5773e-06,0.000451155,0.346674,0.708221,3.99326,0.00210447
0.832,0.00163101,0.0653342,0.0437224,5.4571e-05,-7.52273e-06,0.000451148,0.346658,0.708192,3.99326,0.00210446
0.833,0.00161927,0.0653358,0.0437877,5.41779e-05,-7.46856e-06,0.00045114,0.346642,0.708162,3.99326,0.00210446
0.834,0.00160762,0.0653375,0.0438531,5.37876e-05,-7.41477e-06,0.000451133,0.346625,0.708134,3.99326,0.00210445
0.835,0.00159606,0.065339,0.0439184,5.34001e-05,-7.36137e-06,0.000451125,0.34661,0.708105,3.99326,0.00210444
0.836,0.00158458,0.0653406,0.0439837,5.30154e-05,-7.30835e-06,0.000451118,0.346594,0.708076,3.99326,0.00210444
0.837,0.00157318,0.0653422,0.0440491,5.26335e-05,-7.25572e-06,0.000451111,0.346578,0.708048,3.99326,0.00210443
0.838,0.00156186,0.0653438,0.0441144,5.22543e-05,-7.20347e-06,0.000451104,0.346562,0.70802,3.99327,0.00210442
0.839,0.00155062,0.0653453,0.0441798,5.18778e-05,-7.15159e-06,0.000451096,0.346547,0.707992,3.99327,0.00210441
0.84,0.00153947,0.0653469,0.0442451,5.15041e-05,-7.10008e-06,0.000451089,0.346531,0.707964,3.99327,0.00210441
0.841,0.00152839,0.0653484,0.0443105,5.1133e-05,-7.04895e-06,0.000451082,0.346516,0.707937,3.99327,0.0021044
0.842,0.00151739,0.0653499,0.0443758,5.07646e-05,-6.99819e-06,0.000451075,0.346501,0.70791,3.99327,0.00210439
0.843,0.00150648,0.0653514,0.0444412,5.03989e-05,-6.94779e-06,0.000451068,0.346486,0.707882,3.99327,0.00210439
0.844,0.00149564,0.0653529,0.0445065,5.00358e-05,-6.89775e-06,0.000451061,0.346471,0.707856,3.99327,0.00210438
0.845,0.00148488,0.0653544,0.0445719,4.96754e-05,-6.84808e-06,0.000451055,0.346456,0.707829,3.99327,0.00210437
0.846,0.00147419,0.0653559,0.0446372,4.93175e-05,-6.79876e-06,0.000451048,0.346441,0.707802,3.99327,0.00210437
0.847,0.00146359,0.0653573,0.0447026,4.89622e-05,-6.7498e-06,0.000451041,0.346427,0.707776,3.99327,0.00210436
0.848,0.00145306,0.0653588,0.0447679,4.86095e-05,-6.70119e-06,0.000451034,0.346412,0.70775,3.99327,0.00210435
