time,x_2dot,x_dot,x,z_2dot,z_dot,z,slip_ratio,F_DP,F_z,h
1.593,2.26127e-05,0.065252,0.0904351,5.37986e-06,-8.2486e-07,0.00549251,0.34748,0.000146019,10.543,0.0107785
1.594,2.24644e-05,0.065252,0.0905003,5.34523e-06,-8.19515e-07,0.00549251,0.34748,0.000145061,10.543,0.0107785
1.595,2.2317e-05,0.0652521,0.0905656,5.31083e-06,-8.14204e-07,0.00549251,0.347479,0.000144109,10.543,0.0107785
1.596,2.21706e-05,0.0652521,0.0906308,5.27665e-06,-8.08927e-07,0.00549251,0.347479,0.000143164,10.543,0.0107785
1.597,2.20252e-05,0.0652521,0.0906961,5.24268e-06,-8.03684e-07,0.00549251,0.347479,0.000142225,10.543,0.0107785
1.598,2.18807e-05,0.0652521,0.0907613,5.20893e-06,-7.98475e-07,0.0054925,0.347479,0.000141292,10.543,0.0107785
1.599,2.17372e-05,0.0652521,0.0908266,5.17539e-06,-7.933e-07,0.0054925,0.347479,0.000140365,10.543,0.0107785
1.6,2.15946e-05,0.0652522,0.0908918,5.14207e-06,-7.88158e-07,0.0054925,0.347478,0.000139444,10.543,0.0107785
1.601,2.1453e-05,0.0652522,0.0909571,5.10896e-06,-7.83049e-07,0.0054925,0.347478,0.00013853,10.543,0.0107785
1.602,2.13122e-05,0.0652522,0.0910223,5.07606e-06,-7.77973e-07,0.0054925,0.347478,0.000137621,10.543,0.0107784
1.603,2.11724e-05,0.0652522,0.0910876,5.04337e-06,-7.7293e-07,0.0054925,0.347478,0.000136718,10.543,0.0107784
1.604,2.10336e-05,0.0652522,0.0911528,5.01089e-06,-7.67919e-07,0.0054925,0.347478,0.000135821,10.543,0.0107784
1.605,2.08956e-05,0.0652523,0.0912181,4.97862e-06,-7.6294e-07,0.0054925,0.347477,0.00013493,10.543,0.0107784
1.606,2.07585e-05,0.0652523,0.0912833,4.94655e-06,-7.57994e-07,0.0054925,0.347477,0.000134045,10.543,0.0107784
1.607,2.06224e-05,0.0652523,0.0913486,4.91469e-06,-7.53079e-07,0.0054925,0.347477,0.000133166,10.543,0.0107784
1.608,2.04871e-05,0.0652523,0.0914138,4.88303e-06,-7.48196e-07,0.0054925,0.347477,0.000132292,10.543,0.0107784
1.609,2.03527e-05,0.0652523,0.0914791,4.85157e-06,-7.43344e-07,0.0054925,0.347477,0.000131425,10.543,0.0107784
1.61,2.02192e-05,0.0652524,0.0915444,4.82031e-06,-7.38524e-07,0.0054925,0.347476,0.000130563,10.543,0.0107784
1.611,2.00865e-05,0.0652524,0.0916096,4.78925e-06,-7.33735e-07,0.00549249,0.347476,0.000129706,10.543,0.0107784
1.612,1.99548e-05,0.0652524,0.0916749,4.75839e-06,-7.28976e-07,0.00549249,0.347476,0.000128855,10.543,0.0107784
1.613,1.98239e-05,0.0652524,0.0917401,4.72773e-06,-7.24249e-07,0.00549249,0.347476,0.00012801,10.543,0.0107784
1.614,1.96938e-05,0.0652524,0.0918054,4.69726e-06,-7.19551e-07,0.00549249,0.347476,0.00012717,10.543,0.0107784
1.615,1.95647e-05,0.0652525,0.0918706,4.66699e-06,-7.14884e-07,0.00549249,0.347475,0.000126336,10.543,0.0107784
1.616,1.94363e-05,0.0652525,0.0919359,4.63691e-06,-7.10247e-07,0.00549249,0.347475,0.000125507,10.543,0.0107784
1.617,1.93088e-05,0.0652525,0.0920011,4.60702e-06,-7.0564e-07,0.00549249,0.347475,0.000124684,10.543,0.0107784
1.618,1.91821e-05,0.0652525,0.0920664,4.57732e-06,-7.01063e-07,0.00549249,0.347475,0.000123866,10.543,0.0107784
1.619,1.90563e-05,0.0652525,0.0921316,4.54782e-06,-6.96515e-07,0.00549249,0.347475,0.000123054,10.543,0.0107784
1.62,1.89313e-05,0.0652526,0.0921969,4.5185e-06,-6.91997e-07,0.00549249,0.347474,0.000122246,10.543,0.0107784
1.621,1.88071e-05,0.0652526,0.0922621,4.48936e-06,-6.87507e-07,0.00549249,0.347474,0.000121444,10.543,0.0107784
1.622,1.86837e-05,0.0652526,0.0923274,4.46042e-06,-6.83047e-07,0.00549249,0.347474,0.000120648,10.543,0.0107784
1.623,1.85612e-05,0.0652526,0.0923926,4.43166e-06,-6.78615e-07,0.00549249,0.347474,0.000119856,10.543,0.0107784
1.624,1.84394e-05,0.0652526,0.0924579,4.40308e-06,-6.74212e-07,0.00549249,0.347474,0.00011907,10.543,0.0107784
1.625,1.83185e-05,0.0652527,0.0925231,4.37468e-06,-6.69838e-07,0.00549248,0.347473,0.000118289,10.543,0.0107784
1.626,1.81983e-05,0.0652527,0.0925884,4.34647e-06,-6.65491e-07,0.00549248,0.347473,0.000117513,10.543,0.0107784
1.627,1.80789e-05,0.0652527,0.0926536,4.31844e-06,-6.61173e-07,0.00549248,0.347473,0.000116742,10.543,0.0107784
1.628,1.79603e-05,0.0652527,0.0927189,4.29058e-06,-6.56882e-07,0.00549248,0.347473,0.000115976,10.543,0.0107784
1.629,1.78425e-05,0.0652527,0.0927841,4.26291e-06,-6.52619e-07,0.00549248,0.347473,0.000115215,10.543,0.0107784
1.63,1.77254e-05,0.0652527,0.0928494,4.23541e-06,-6.48384e-07,0.00549248,0.347473,0.00011446,10.543,0.0107784
1.631,1.76092e-05,0.0652528,0.0929147,4.20808e-06,-6.44176e-07,0.00549248,0.347472,0.000113709,10.543,0.0107784
1.632,1.74936e-05,0.0652528,0.0929799,4.18093e-06,-6.39995e-07,0.00549248,0.347472,0.000112963,10.543,0.0107784
1.633,1.73789e-05,0.0652528,0.0930452,4.15396e-06,-6.35841e-07,0.00549248,0.347472,0.000112222,10.543,0.0107784
1.634,1.72649e-05,0.0652528,0.0931104,4.12716e-06,-6.31714e-07,0.00549248,0.347472,0.000111486,10.543,0.0107784
1.635,1.71516e-05,0.0652528,0.0931757,4.10052e-06,-6.27613e-07,0.00549248,0.347472,0.000110754,10.543,0.0107784
1.636,1.70391e-05,0.0652529,0.0932409,4.07406e-06,-6.23539e-07,0.00549248,0.347471,0.000110028,10.543,0.0107784
1.637,1.69273e-05,0.0652529,0.0933062,4.04777e-06,-6.19491e-07,0.00549248,0.347471,0.000109306,10.543,0.0107784
1.638,1.68163e-05,0.0652529,0.0933714,4.02165e-06,-6.1547e-07,0.00549248,0.347471,0.000108589,10.543,0.0107784
1.639,1.6706e-05,0.0652529,0.0934367,3.99569e-06,-6.11474e-07,0.00549248,0.347471,0.000107876,10.543,0.0107784
1.64,1.65964e-05,0.0652529,0.0935019,3.9699e-06,-6.07504e-07,0.00549248,0.347471,0.000107169,10.543,0.0107784
1.641,1.64875e-05,0.0652529,0.0935672,3.94427e-06,-6.0356e-07,0.00549247,0.347471,0.000106466,10.543,0.0107784
1.642,1.63793e-05,0.065253,0.0936324,3.91881e-06,-5.99641e-07,0.00549247,0.34747,0.000105767,10.543,0.0107784
1.643,1.62719e-05,0.065253,0.0936977,3.89351e-06,-5.95747e-07,0.00549247,0.34747,0.000105073,10.543,0.0107784
1.644,1.61651e-05,0.065253,0.0937629,3.86837e-06,-5.91879e-07,0.00549247,0.34747,0.000104384,10.543,0.0107784
1.645,1.60591e-05,0.065253,0.0938282,3.8434e-06,-5.88036e-07,0.00549247,0.34747,0.000103699,10.543,0.0107784
1.646,1.59537e-05,0.065253,0.0938934,3.81858e-06,-5.84217e-07,0.00549247,0.34747,0.000103019,10.543,0.0107784
1.647,1.58491e-05,0.065253,0.0939587,3.79392e-06,-5.80423e-07,0.00549247,0.34747,0.000102343,10.543,0.0107784
1.648,1.57451e-05,0.065253,0.094024,3.76942e-06,-5.76654e-07,0.00549247,0.34747,0.000101672,10.543,0.0107784
1.649,1.56418e-05,0.0652531,0.0940892,3.74508e-06,-5.72909e-07,0.00549247,0.347469,0.000101005,10.543,0.0107784
1.65,1.55392e-05,0.0652531,0.0941545,3.72089e-06,-5.69188e-07,0.00549247,0.347469,0.000100342,10.543,0.0107784
1.651,1.54373e-05,0.0652531,0.0942197,3.69686e-06,-5.65491e-07,0.00549247,0.347469,9.96839e-05,10.543,0.0107784
1.652,1.5336e-05,0.0652531,0.094285,3.67298e-06,-5.61818e-07,0.00549247,0.347469,9.90299e-05,10.543,0.0107784
1.653,1.52354e-05,0.0652531,0.0943502,3.64925e-06,-5.58169e-07,0.00549247,0.347469,9.83803e-05,10.543,0.0107784
1.654,1.51354e-05,0.0652531,0.0944155,3.62568e-06,-5.54543e-07,0.00549247,0.347469,9.77349e-05,10.543,0.0107784
1.655,1.50361e-05,0.0652532,0.0944807,3.60226e-06,-5.50941e-07,0.00549247,0.347468,9.70937e-05,10.543,0.0107784
1.656,1.49375e-05,0.0652532,0.094546,3.57899e-06,-5.47362e-07,0.00549247,0.347468,9.64567e-05,10.543,0.0107784
1.657,1.48395e-05,0.0652532,0.0946112,3.55586e-06,-5.43806e-07,0.00549247,0.347468,9.58239e-05,10.543,0.0107784
1.658,1.47421e-05,0.0652532,0.0946765,3.53289e-06,-5.40273e-07,0.00549246,0.347468,9.51953e-05,10.543,0.0107784
1.659,1.46454e-05,0.0652532,0.0947417,3.51006e-06,-5.36763e-07,0.00549246,0.347468,9.45707e-05,10.543,0.0107784
1.66,1.45493e-05,0.0652532,0.094807,3.48738e-06,-5.33276e-07,0.00549246,0.347468,9.39503e-05,10.543,0.0107784
1.661,1.44539e-05,0.0652532,0.0948722,3.46484e-06,-5.29811e-07,0.00549246,0.347468,9.3334e-05,10.543,0.0107784
1.662,1.43591e-05,0.0652533,0.0949375,3.44245e-06,-5.26368e-07,0.00549246,0.347467,9.27217e-05,10.543,0.0107784
1.663,1.42649e-05,0.0652533,0.0950028,3.4202e-06,-5.22948e-07,0.00549246,0.347467,9.21134e-05,10.543,0.0107784
1.664,1.41713e-05,0.0652533,0.095068,3.39809e-06,-5.1955e-07,0.00549246,0.347467,9.15091e-05,10.543,0.0107784
1.665,1.40783e-05,0.0652533,0.0951333,3.37613e-06,-5.16174e-07,0.00549246,0.347467,9.09087e-05,10.543,0.0107784
1.666,1.3986e-05,0.0652533,0.0951985,3.35431e-06,-5.1282e-07,0.00549246,0.347467,9.03123e-05,10.543,0.0107784
1.667,1.38942e-05,0.0652533,0.0952638,3.33262e-06,-5.09487e-07,0.00549246,0.347467,8.97198e-05,10.543,0.0107784
1.668,1.3803e-05,0.0652533,0.095329,3.31108e-06,-5.06176e-07,0.00549246,0.347467,8.91312e-05,10.543,0.0107784
1.669,1.37125e-05,0.0652534,0.0953943,3.28967e-06,-5.02886e-07,0.00549246,0.347466,8.85465e-05,10.543,0.0107784
1.67,1.36225e-05,0.0652534,0.0954595,3.2684e-06,-4.99618e-07,0.00549246,0.347466,8.79655e-05,10.543,0.0107784
1.671,1.35332e-05,0.0652534,0.0955248,3.24727e-06,-4.9637e-07,0.00549246,0.347466,8.73884e-05,10.543,0.0107784
1.672,1.34444e-05,0.0652534,0.09559,3.22627e-06,-4.93144e-07,0.00549246,0.347466,8.68151e-05,10.543,0.0107784
1.673,1.33562e-05,0.0652534,0.0956553,3.20541e-06,-4.89939e-07,0.00549246,0.347466,8.62456e-05,10.543,0.0107784
1.674,1.32685e-05,0.0652534,0.0957205,3.18468e-06,-4.86754e-07,0.00549246,0.347466,8.56798e-05,10.543,0.0107784
1.675,1.31815e-05,0.0652534,0.0957858,3.16409e-06,-4.8359e-07,0.00549246,0.347466,8.51176e-05,10.543,0.0107784
1.676,1.3095e-05,0.0652534,0.095851,3.14362e-06,-4.80446e-07,0.00549246,0.347466,8.45592e-05,10.543,0.0107784
1.677,1.30091e-05,0.0652535,0.0959163,3.12329e-06,-4.77323e-07,0.00549246,0.347465,8.40045e-05,10.543,0.0107784
1.678,1.29238e-05,0.0652535,0.0959816,3.10309e-06,-4.7422e-07,0.00549245,0.347465,8.34533e-05,10.543,0.0107784
1.679,1.2839e-05,0.0652535,0.0960468,3.08302e-06,-4.71137e-07,0.00549245,0.347465,8.29058e-05,10.543,0.0107784
1.68,1.27547e-05,0.0652535,0.0961121,3.06307e-06,-4.68074e-07,0.00549245,0.347465,8.23619e-05,10.543,0.0107784
1.681,1.26711e-05,0.0652535,0.0961773,3.04326e-06,-4.65031e-07,0.00549245,0.347465,8.18216e-05,10.543,0.0107784
1.682,1.25879e-05,0.0652535,0.0962426,3.02357e-06,-4.62007e-07,0.00549245,0.347465,8.12848e-05,10.543,0.0107784
1.683,1.25053e-05,0.0652535,0.0963078,3.00401e-06,-4.59003e-07,0.00549245,0.347465,8.07515e-05,10.543,0.0107784
1.684,1.24233e-05,0.0652535,0.0963731,2.98457e-06,-4.56019e-07,0.00549245,0.347465,8.02217e-05,10.543,0.0107784
1.685,1.23418e-05,0.0652536,0.0964383,2.96526e-06,-4.53053e-07,0.00549245,0.347464,7.96954e-05,10.543,0.0107784
1.686,1.22608e-05,0.0652536,0.0965036,2.94607e-06,-4.50107e-07,0.00549245,0.347464,7.91725e-05,10.543,0.0107784
1.687,1.21804e-05,0.0652536,0.0965688,2.92701e-06,-4.4718e-07,0.00549245,0.347464,7.86531e-05,10.543,0.0107784
1.688,1.21005e-05,0.0652536,0.0966341,2.90807e-06,-4.44272e-07,0.00549245,0.347464,7.81371e-05,10.543,0.0107784
1.689,1.20211e-05,0.0652536,0.0966993,2.88925e-06,-4.41383e-07,0.00549245,0.347464,7.76244e-05,10.543,0.0107784
1.69,1.19422e-05,0.0652536,0.0967646,2.87055e-06,-4.38512e-07,0.00549245,0.347464,7.71152e-05,10.543,0.0107784
1.691,1.18639e-05,0.0652536,0.0968298,2.85197e-06,-4.3566e-07,0.00549245,0.347464,7.66092e-05,10.543,0.0107784
1.692,1.1786e-05,0.0652536,0.0968951,2.83351e-06,-4.32827e-07,0.00549245,0.347464,7.61066e-05,10.543,0.0107784
1.693,1.17087e-05,0.0652537,0.0969604,2.81517e-06,-4.30012e-07,0.00549245,0.347463,7.56073e-05,10.543,0.0107784
1.694,1.16319e-05,0.0652537,0.0970256,2.79695e-06,-4.27215e-07,0.00549245,0.347463,7.51112e-05,10.543,0.0107784
1.695,1.15556e-05,0.0652537,0.0970909,2.77884e-06,-4.24436e-07,0.00549245,0.347463,7.46185e-05,10.543,0.0107784
1.696,1.14798e-05,0.0652537,0.0971561,2.76085e-06,-4.21675e-07,0.00549245,0.347463,7.41289e-05,10.543,0.0107784
1.697,1.14044e-05,0.0652537,0.0972214,2.74298e-06,-4.18932e-07,0.00549245,0.347463,7.36426e-05,10.543,0.0107784
1.698,1.13296e-05,0.0652537,0.0972866,2.72522e-06,-4.16207e-07,0.00549245,0.347463,7.31594e-05,10.543,0.0107784
1.699,1.12553e-05,0.0652537,0.0973519,2.70757e-06,-4.13499e-07,0.00549245,0.347463,7.26794e-05,10.543,0.0107784
1.7,1.11814e-05,0.0652537,0.0974171,2.69004e-06,-4.10809e-07,0.00549245,0.347463,7.22026e-05,10.543,0.0107784
1.701,1.11081e-05,0.0652537,0.0974824,2.67262e-06,-4.08137e-07,0.00549244,0.347463,7.17289e-05,10.543,0.0107784
1.702,1.10352e-05,0.0652538,0.0975476,2.65531e-06,-4.05481e-07,0.00549244,0.347462,7.12583e-05,10.543,0.0107784
1.703,1.09628e-05,0.0652538,0.0976129,2.63812e-06,-4.02843e-07,0.00549244,0.347462,7.07907e-05,10.543,0.0107784
1.704,1.08909e-05,0.0652538,0.0976781,2.62103e-06,-4.00222e-07,0.00549244,0.347462,7.03263e-05,10.543,0.0107784
1.705,1.08194e-05,0.0652538,0.0977434,2.60406e-06,-3.97618e-07,0.00549244,0.347462,6.98649e-05,10.543,0.0107784
1.706,1.07484e-05,0.0652538,0.0978087,2.58719e-06,-3.95031e-07,0.00549244,0.347462,6.94065e-05,10.543,0.0107784
1.707,1.06779e-05,0.0652538,0.0978739,2.57043e-06,-3.9246e-07,0.00549244,0.347462,6.89511e-05,10.543,0.0107784
1.708,1.06079e-05,0.0652538,0.0979392,2.55378e-06,-3.89907e-07,0.00549244,0.347462,6.84988e-05,10.543,0.0107784
1.709,1.05383e-05,0.0652538,0.0980044,2.53724e-06,-3.87369e-07,0.00549244,0.347462,6.80493e-05,10.543,0.0107784
1.71,1.04691e-05,0.0652538,0.0980697,2.5208e-06,-3.84849e-07,0.00549244,0.347462,6.76029e-05,10.543,0.0107784
1.711,1.04004e-05,0.0652539,0.0981349,2.50447e-06,-3.82344e-07,0.00549244,0.347461,6.71593e-05,10.543,0.0107784
1.712,1.03322e-05,0.0652539,0.0982002,2.48825e-06,-3.79856e-07,0.00549244,0.347461,6.67187e-05,10.543,0.0107784
1.713,1.02644e-05,0.0652539,0.0982654,2.47213e-06,-3.77384e-07,0.00549244,0.347461,6.6281e-05,10.543,0.0107784
1.714,1.01971e-05,0.0652539,0.0983307,2.45611e-06,-3.74928e-07,0.00549244,0.347461,6.58461e-05,10.543,0.0107784
1.715,1.01302e-05,0.0652539,0.0983959,2.4402e-06,-3.72488e-07,0.00549244,0.347461,6.54141e-05,10.543,0.0107784
1.716,1.00637e-05,0.0652539,0.0984612,2.42438e-06,-3.70063e-07,0.00549244,0.347461,6.49849e-05,10.543,0.0107784
1.717,9.99767e-06,0.0652539,0.0985264,2.40867e-06,-3.67654e-07,0.00549244,0.347461,6.45585e-05,10.543,0.0107784
1.718,9.93208e-06,0.0652539,0.0985917,2.39306e-06,-3.65261e-07,0.00549244,0.347461,6.41349e-05,10.543,0.0107784
1.719,9.86692e-06,0.0652539,0.098657,2.37756e-06,-3.62884e-07,0.00549244,0.347461,6.37142e-05,10.543,0.0107784
1.72,9.80218e-06,0.0652539,0.0987222,2.36215e-06,-3.60522e-07,0.00549244,0.347461,6.32961e-05,10.543,0.0107784
1.721,9.73787e-06,0.065254,0.0987875,2.34684e-06,-3.58175e-07,0.00549244,0.34746,6.28808e-05,10.543,0.0107784
1.722,9.67397e-06,0.065254,0.0988527,2.33163e-06,-3.55843e-07,0.00549244,0.34746,6.24683e-05,10.543,0.0107784
1.723,9.6105e-06,0.065254,0.098918,2.31651e-06,-3.53527e-07,0.00549244,0.34746,6.20584e-05,10.543,0.0107784
1.724,9.54745e-06,0.065254,0.0989832,2.3015e-06,-3.51225e-07,0.00549244,0.34746,6.16512e-05,10.543,0.0107784
1.725,9.48481e-06,0.065254,0.0990485,2.28658e-06,-3.48939e-07,0.00549244,0.34746,6.12467e-05,10.543,0.0107784
1.726,9.42258e-06,0.065254,0.0991137,2.27175e-06,-3.46667e-07,0.00549244,0.34746,6.08449e-05,10.543,0.0107784
1.727,9.36075e-06,0.065254,0.099179,2.25703e-06,-3.4441e-07,0.00549243,0.34746,6.04457e-05,10.543,0.0107784
1.728,9.29934e-06,0.065254,0.0992442,2.24239e-06,-3.42167e-07,0.00549243,0.34746,6.00491e-05,10.543,0.0107784
1.729,9.23832e-06,0.065254,0.0993095,2.22786e-06,-3.3994e-07,0.00549243,0.34746,5.96551e-05,10.543,0.0107784
1.73,9.17771e-06,0.065254,0.0993747,2.21341e-06,-3.37726e-07,0.00549243,0.34746,5.92637e-05,10.543,0.0107784
1.731,9.11749e-06,0.065254,0.09944,2.19906e-06,-3.35527e-07,0.00549243,0.34746,5.88749e-05,10.543,0.0107784
1.732,9.05767e-06,0.0652541,0.0995053,2.1848e-06,-3.33342e-07,0.00549243,0.347459,5.84886e-05,10.543,0.0107784
1.733,8.99824e-06,0.0652541,0.0995705,2.17063e-06,-3.31172e-07,0.00549243,0.347459,5.81048e-05,10.543,0.0107784
1.734,8.9392e-06,0.0652541,0.0996358,2.15656e-06,-3.29015e-07,0.00549243,0.347459,5.77236e-05,10.543,0.0107784
1.735,8.88055e-06,0.0652541,0.099701,2.14257e-06,-3.26873e-07,0.00549243,0.347459,5.73448e-05,10.543,0.0107784
1.736,8.82228e-06,0.0652541,0.0997663,2.12868e-06,-3.24744e-07,0.00549243,0.347459,5.69686e-05,10.543,0.0107784
1.737,8.7644e-06,0.0652541,0.0998315,2.11487e-06,-3.22629e-07,0.00549243,0.347459,5.65948e-05,10.543,0.0107784
1.738,8.70689e-06,0.0652541,0.0998968,2.10115e-06,-3.20528e-07,0.00549243,0.347459,5.62235e-05,10.543,0.0107784
1.739,8.64977e-06,0.0652541,0.099962,2.08753e-06,-3.1844e-07,0.00549243,0.347459,5.58546e-05,10.543,0.0107784
1.74,8.59301e-06,0.0652541,0.100027,2.07398e-06,-3.16366e-07,0.00549243,0.347459,5.54881e-05,10.543,0.0107784
1.741,8.53663e-06,0.0652541,0.100093,2.06053e-06,-3.14306e-07,0.00549243,0.347459,5.5124e-05,10.543,0.0107784
1.742,8.48062e-06,0.0652541,0.100158,2.04716e-06,-3.12259e-07,0.00549243,0.347459,5.47624e-05,10.543,0.0107784
1.743,8.42498e-06,0.0652542,0.100223,2.03388e-06,-3.10225e-07,0.00549243,0.347458,5.4403e-05,10.543,0.0107784
1.744,8.3697e-06,0.0652542,0.100288,2.02069e-06,-3.08204e-07,0.00549243,0.347458,5.40461e-05,10.543,0.0107784
1.745,8.31478e-06,0.0652542,0.100354,2.00758e-06,-3.06197e-07,0.00549243,0.347458,5.36915e-05,10.543,0.0107784
1.746,8.26023e-06,0.0652542,0.100419,1.99455e-06,-3.04202e-07,0.00549243,0.347458,5.33392e-05,10.543,0.0107784
1.747,8.20603e-06,0.0652542,0.100484,1.98161e-06,-3.0222e-07,0.00549243,0.347458,5.29892e-05,10.543,0.0107784
1.748,8.15219e-06,0.0652542,0.100549,1.96876e-06,-3.00252e-07,0.00549243,0.347458,5.26415e-05,10.543,0.0107784
1.749,8.0987e-06,0.0652542,0.100615,1.95598e-06,-2.98296e-07,0.00549243,0.347458,5.22961e-05,10.543,0.0107784
1.75,8.04556e-06,0.0652542,0.10068,1.94329e-06,-2.96352e-07,0.00549243,0.347458,5.1953e-05,10.543,0.0107784
1.751,7.99277e-06,0.0652542,0.100745,1.93068e-06,-2.94422e-07,0.00549243,0.347458,5.16121e-05,10.543,0.0107784
1.752,7.94033e-06,0.0652542,0.10081,1.91815e-06,-2.92503e-07,0.00549243,0.347458,5.12735e-05,10.543,0.0107784
1.753,7.88823e-06,0.0652542,0.100876,1.9057e-06,-2.90598e-07,0.00549243,0.347458,5.09371e-05,10.543,0.0107784
1.754,7.83647e-06,0.0652542,0.100941,1.89333e-06,-2.88704e-07,0.00549243,0.347458,5.06028e-05,10.543,0.0107784
1.755,7.78505e-06,0.0652543,0.101006,1.88104e-06,-2.86823e-07,0.00549243,0.347457,5.02708e-05,10.543,0.0107784
1.756,7.73397e-06,0.0652543,0.101071,1.86884e-06,-2.84955e-07,0.00549243,0.347457,4.9941e-05,10.543,0.0107784
1.757,7.68323e-06,0.0652543,0.101137,1.85671e-06,-2.83098e-07,0.00549243,0.347457,4.96133e-05,10.543,0.0107784
1.758,7.63282e-06,0.0652543,0.101202,1.84465e-06,-2.81253e-07,0.00549243,0.347457,4.92878e-05,10.543,0.0107784
1.759,7.58273e-06,0.0652543,0.101267,1.83268e-06,-2.79421e-07,0.00549242,0.347457,4.89644e-05,10.543,0.0107784
1.76,7.53298e-06,0.0652543,0.101332,1.82078e-06,-2.776e-07,0.00549242,0.347457,4.86431e-05,10.543,0.0107784
1.761,7.48355e-06,0.0652543,0.101398,1.80896e-06,-2.75791e-07,0.00549242,0.347457,4.83239e-05,10.543,0.0107784
1.762,7.43445e-06,0.0652543,0.101463,1.79722e-06,-2.73994e-07,0.00549242,0.347457,4.80069e-05,10.543,0.0107784
1.763,7.38567e-06,0.0652543,0.101528,1.78555e-06,-2.72208e-07,0.00549242,0.347457,4.76919e-05,10.543,0.0107784
1.764,7.33721e-06,0.0652543,0.101593,1.77396e-06,-2.70434e-07,0.00549242,0.347457,4.73789e-05,10.543,0.0107784
1.765,7.28907e-06,0.0652543,0.101659,1.76244e-06,-2.68672e-07,0.00549242,0.347457,4.70681e-05,10.543,0.0107784
1.766,7.24124e-06,0.0652543,0.101724,1.751e-06,-2.66921e-07,0.00549242,0.347457,4.67592e-05,10.543,0.0107784
1.767,7.19373e-06,0.0652543,0.101789,1.73963e-06,-2.65181e-07,0.00549242,0.347457,4.64524e-05,10.543,0.0107784
1.768,7.14653e-06,0.0652543,0.101854,1.72833e-06,-2.63453e-07,0.00549242,0.347457,4.61476e-05,10.543,0.0107784
1.769,7.09963e-06,0.0652544,0.10192,1.71711e-06,-2.61736e-07,0.00549242,0.347456,4.58448e-05,10.543,0.0107784
1.77,7.05305e-06,0.0652544,0.101985,1.70596e-06,-2.6003e-07,0.00549242,0.347456,4.5544e-05,10.543,0.0107784
1.771,7.00677e-06,0.0652544,0.10205,1.69488e-06,-2.58335e-07,0.00549242,0.347456,4.52452e-05,10.543,0.0107784
1.772,6.9608e-06,0.0652544,0.102115,1.68387e-06,-2.56651e-07,0.00549242,0.347456,4.49483e-05,10.543,0.0107784
1.773,6.91512e-06,0.0652544,0.102181,1.67293e-06,-2.54978e-07,0.00549242,0.347456,4.46534e-05,10.543,0.0107784
1.774,6.86975e-06,0.0652544,0.102246,1.66207e-06,-2.53316e-07,0.00549242,0.347456,4.43604e-05,10.543,0.0107784
1.775,6.82467e-06,0.0652544,0.102311,1.65127e-06,-2.51665e-07,0.00549242,0.347456,4.40693e-05,10.543,0.0107784
1.776,6.77989e-06,0.0652544,0.102376,1.64055e-06,-2.50024e-07,0.00549242,0.347456,4.37801e-05,10.543,0.0107784
1.777,6.73541e-06,0.0652544,0.102442,1.62989e-06,-2.48394e-07,0.00549242,0.347456,4.34929e-05,10.543,0.0107784
1.778,6.69121e-06,0.0652544,0.102507,1.6193e-06,-2.46775e-07,0.00549242,0.347456,4.32075e-05,10.543,0.0107784
1.779,6.64731e-06,0.0652544,0.102572,1.60878e-06,-2.45166e-07,0.00549242,0.347456,4.2924e-05,10.543,0.0107784
1.78,6.60369e-06,0.0652544,0.102637,1.59833e-06,-2.43568e-07,0.00549242,0.347456,4.26423e-05,10.543,0.0107784
1.781,6.56036e-06,0.0652544,0.102703,1.58795e-06,-2.4198e-07,0.00549242,0.347456,4.23625e-05,10.543,0.0107784
1.782,6.51731e-06,0.0652544,0.102768,1.57763e-06,-2.40402e-07,0.00549242,0.347456,4.20846e-05,10.543,0.0107784
1.783,6.47455e-06,0.0652545,0.102833,1.56738e-06,-2.38835e-07,0.00549242,0.347455,4.18084e-05,10.543,0.0107784
1.784,6.43207e-06,0.0652545,0.102898,1.5572e-06,-2.37278e-07,0.00549242,0.347455,4.15341e-05,10.543,0.0107784
1.785,6.38986e-06,0.0652545,0.102964,1.54708e-06,-2.3573e-07,0.00549242,0.347455,4.12616e-05,10.543,0.0107784
1.786,6.34793e-06,0.0652545,0.103029,1.53703e-06,-2.34193e-07,0.00549242,0.347455,4.09908e-05,10.543,0.0107784
1.787,6.30628e-06,0.0652545,0.103094,1.52704e-06,-2.32666e-07,0.00549242,0.347455,4.07219e-05,10.543,0.0107784
1.788,6.2649e-06,0.0652545,0.103159,1.51712e-06,-2.31149e-07,0.00549242,0.347455,4.04547e-05,10.543,0.0107784
1.789,6.22379e-06,0.0652545,0.103225,1.50726e-06,-2.29642e-07,0.00549242,0.347455,4.01892e-05,10.543,0.0107784
1.79,6.18296e-06,0.0652545,0.10329,1.49747e-06,-2.28145e-07,0.00549242,0.347455,3.99255e-05,10.543,0.0107784
1.791,6.14239e-06,0.0652545,0.103355,1.48773e-06,-2.26657e-07,0.00549242,0.347455,3.96635e-05,10.543,0.0107784
1.792,6.10208e-06,0.0652545,0.103421,1.47807e-06,-2.25179e-07,0.00549242,0.347455,3.94033e-05,10.543,0.0107784
1.793,6.06204e-06,0.0652545,0.103486,1.46846e-06,-2.2371e-07,0.00549242,0.347455,3.91447e-05,10.543,0.0107784
1.794,6.02227e-06,0.0652545,0.103551,1.45891e-06,-2.22251e-07,0.00549242,0.347455,3.88879e-05,10.543,0.0107784
