time,x_2dot,x_dot,x,z_2dot,z_dot,z,slip_ratio,F_DP,F_z,h
0.712,0.00720415,0.0641477,0.0331137,0.000508166,-0.000145566,0.00552132,0.358523,0.0465281,10.5397,0.0108073
0.713,0.00715816,0.0641548,0.0331779,0.000509252,-0.000145056,0.00552118,0.358452,0.046231,10.5397,0.0108071
0.714,0.00711247,0.0641619,0.033242,0.000510286,-0.000144546,0.00552103,0.358381,0.0459358,10.5397,0.010807
0.715,0.00706705,0.064169,0.0333062,0.000511269,-0.000144035,0.00552089,0.35831,0.0456395,10.5397,0.0108068
0.716,0.00702147,0.064176,0.0333704,0.000511317,-0.000143524,0.00552075,0.35824,0.045348,10.5397,0.0108067
0.717,0.00697662,0.064183,0.0334346,0.000512247,-0.000143011,0.0055206,0.35817,0.0450584,10.5397,0.0108066
0.718,0.00693206,0.0641899,0.0334988,0.000513127,-0.000142498,0.00552046,0.358101,0.0447705,10.5397,0.0108064
0.719,0.00688777,0.0641968,0.033563,0.000513959,-0.000141984,0.00552032,0.358032,0.0444844,10.5397,0.0108063
0.72,0.00684376,0.0642037,0.0336272,0.000514742,-0.000141469,0.00552018,0.357963,0.0442001,10.5396,0.0108061
0.721,0.00680002,0.0642105,0.0336914,0.000515478,-0.000140954,0.00552004,0.357895,0.0439177,10.5396,0.010806
0.722,0.00675656,0.0642172,0.0337556,0.000516168,-0.000140438,0.00551989,0.357828,0.0436369,10.5396,0.0108058
0.723,0.00671337,0.0642239,0.0338198,0.000516812,-0.000139921,0.00551975,0.357761,0.043358,10.5396,0.0108057
0.724,0.00667045,0.0642306,0.033884,0.00051741,-0.000139404,0.00551962,0.357694,0.0430807,10.5396,0.0108056
0.725,0.00662781,0.0642372,0.0339483,0.000517965,-0.000138886,0.00551948,0.357628,0.0428053,10.5396,0.0108054
0.726,0.00658542,0.0642438,0.0340125,0.000518475,-0.000138367,0.00551934,0.357562,0.0425315,10.5396,0.0108053
0.727,0.00654331,0.0642504,0.0340768,0.000518943,-0.000137848,0.0055192,0.357496,0.0422595,10.5396,0.0108051
0.728,0.00650146,0.0642569,0.034141,0.000519369,-0.000137329,0.00551906,0.357431,0.0419891,10.5396,0.010805
0.729,0.00645987,0.0642633,0.0342053,0.000519753,-0.000136809,0.00551893,0.357367,0.0417205,10.5396,0.0108049
0.73,0.00641854,0.0642697,0.0342696,0.000520096,-0.000136289,0.00551879,0.357303,0.0414535,10.5396,0.0108047
0.731,0.00637747,0.0642761,0.0343338,0.0005204,-0.000135769,0.00551865,0.357239,0.0411883,10.5396,0.0108046
0.732,0.00633666,0.0642824,0.0343981,0.000520668,-0.000135248,0.00551852,0.357176,0.0409247,10.5396,0.0108045
0.733,0.0062961,0.0642887,0.0344624,0.000520913,-0.000134727,0.00551838,0.357113,0.0406627,10.5396,0.0108043
0.734,0.0062558,0.064295,0.0345267,0.000521119,-0.000134206,0.00551825,0.35705,0.0404024,10.5396,0.0108042
0.735,0.00621575,0.0643012,0.034591,0.000521286,-0.000133685,0.00551812,0.356988,0.0401437,10.5396,0.0108041
0.736,0.00617595,0.0643074,0.0346553,0.000521416,-0.000133163,0.00551798,0.356926,0.0398867,10.5396,0.0108039
0.737,0.00613641,0.0643135,0.0347196,0.00052151,-0.000132642,0.00551785,0.356865,0.0396312,10.5396,0.0108038
0.738,0.00609711,0.0643196,0.0347839,0.000521567,-0.00013212,0.00551772,0.356804,0.0393774,10.5396,0.0108037
0.739,0.00605806,0.0643257,0.0348483,0.000521588,-0.000131599,0.00551759,0.356743,0.0391252,10.5396,0.0108035
0.74,0.00601925,0.0643317,0.0349126,0.000521574,-0.000131077,0.00551746,0.356683,0.0388745,10.5396,0.0108034
0.741,0.00598069,0.0643377,0.0349769,0.000521526,-0.000130555,0.00551733,0.356623,0.0386254,10.5396,0.0108033
0.742,0.00594237,0.0643436,0.0350413,0.000521444,-0.000130034,0.0055172,0.356564,0.0383779,10.5396,0.0108031
0.743,0.0059043,0.0643495,0.0351056,0.000521328,-0.000129513,0.00551707,0.356505,0.038132,10.5396,0.010803
0.744,0.00586646,0.0643554,0.03517,0.00052118,-0.000128991,0.00551694,0.356446,0.0378876,10.5396,0.0108029
0.745,0.00582886,0.0643612,0.0352344,0.000521,-0.00012847,0.00551681,0.356388,0.0376447,10.5396,0.0108028
0.746,0.0057915,0.064367,0.0352987,0.000520788,-0.00012795,0.00551668,0.35633,0.0374034,10.5396,0.0108026
0.747,0.00575437,0.0643728,0.0353631,0.000520546,-0.000127429,0.00551655,0.356272,0.0371636,10.5396,0.0108025
0.748,0.00571747,0.0643785,0.0354275,0.000520273,-0.000126909,0.00551643,0.356215,0.0369227,10.5396,0.0108024
0.749,0.00568041,0.0643842,0.0354919,0.000519181,-0.00012639,0.0055163,0.356158,0.0366859,10.5396,0.0108022
0.75,0.00564398,0.0643898,0.0355562,0.000518874,-0.000125871,0.00551617,0.356102,0.0364506,10.5396,0.0108021
0.751,0.00560778,0.0643954,0.0356206,0.000518552,-0.000125352,0.00551605,0.356046,0.0362168,10.5396,0.010802
0.752,0.00557181,0.064401,0.035685,0.000518201,-0.000124834,0.00551592,0.35599,0.0359844,10.5396,0.0108019
0.753,0.00553606,0.0644065,0.0357494,0.00051782,-0.000124316,0.0055158,0.355935,0.0357535,10.5396,0.0108017
0.754,0.00550054,0.064412,0.0358139,0.000517412,-0.000123799,0.00551568,0.35588,0.0355241,10.5396,0.0108016
0.755,0.00546525,0.0644175,0.0358783,0.000516975,-0.000123282,0.00551555,0.355825,0.0352961,10.5396,0.0108015
0.756,0.00543017,0.0644229,0.0359427,0.000516511,-0.000122765,0.00551543,0.355771,0.0350696,10.5396,0.0108014
0.757,0.00539532,0.0644283,0.0360071,0.00051602,-0.000122249,0.00551531,0.355717,0.0348445,10.5396,0.0108013
0.758,0.00536069,0.0644337,0.0360716,0.000515503,-0.000121734,0.00551519,0.355663,0.0346208,10.5397,0.0108011
0.759,0.00532627,0.064439,0.036136,0.00051496,-0.000121219,0.00551506,0.35561,0.0343985,10.5397,0.010801
0.76,0.00529208,0.0644443,0.0362004,0.000514391,-0.000120704,0.00551494,0.355557,0.0341776,10.5397,0.0108009
0.761,0.0052581,0.0644496,0.0362649,0.000513798,-0.000120191,0.00551482,0.355504,0.0339582,10.5397,0.0108008
0.762,0.00522433,0.0644548,0.0363293,0.00051318,-0.000119677,0.0055147,0.355452,0.0337401,10.5397,0.0108007
0.763,0.00519078,0.06446,0.0363938,0.000512538,-0.000119165,0.00551458,0.3554,0.0335233,10.5397,0.0108005
0.764,0.00515744,0.0644651,0.0364583,0.000511873,-0.000118653,0.00551447,0.355349,0.033308,10.5397,0.0108004
0.765,0.00512431,0.0644703,0.0365227,0.000511185,-0.000118142,0.00551435,0.355297,0.033094,10.5397,0.0108003
0.766,0.00509139,0.0644753,0.0365872,0.000510474,-0.000117631,0.00551423,0.355247,0.0328814,10.5397,0.0108002
0.767,0.00505868,0.0644804,0.0366517,0.000509741,-0.000117122,0.00551411,0.355196,0.0326701,10.5397,0.0108001
0.768,0.00502617,0.0644854,0.0367162,0.000508987,-0.000116613,0.005514,0.355146,0.0324602,10.5397,0.0107999
0.769,0.00499387,0.0644904,0.0367807,0.000508211,-0.000116104,0.00551388,0.355096,0.0322515,10.5397,0.0107998
0.77,0.00496177,0.0644954,0.0368452,0.000507414,-0.000115597,0.00551376,0.355046,0.0320442,10.5397,0.0107997
0.771,0.00492988,0.0645003,0.0369097,0.000506613,-0.00011509,0.00551365,0.354997,0.0318382,10.5397,0.0107996
0.772,0.00489819,0.0645052,0.0369742,0.000505791,-0.000114585,0.00551353,0.354948,0.0316335,10.5397,0.0107995
0.773,0.0048667,0.0645101,0.0370387,0.000504949,-0.00011408,0.00551342,0.354899,0.0314302,10.5397,0.0107994
0.774,0.00483541,0.0645149,0.0371032,0.000504087,-0.000113576,0.00551331,0.354851,0.0312281,10.5397,0.0107993
0.775,0.00480432,0.0645197,0.0371677,0.000503206,-0.000113072,0.00551319,0.354803,0.0310272,10.5397,0.0107991
0.776,0.00477342,0.0645245,0.0372322,0.000502305,-0.00011257,0.00551308,0.354755,0.0308277,10.5397,0.010799
0.777,0.00474272,0.0645292,0.0372968,0.000501386,-0.000112069,0.00551297,0.354708,0.0306294,10.5397,0.0107989
0.778,0.00471221,0.0645339,0.0373613,0.000500449,-0.000111568,0.00551286,0.354661,0.0304324,10.5398,0.0107988
0.779,0.0046819,0.0645386,0.0374258,0.000499494,-0.000111069,0.00551275,0.354614,0.0302366,10.5398,0.0107987
0.78,0.00465178,0.0645433,0.0374904,0.000498522,-0.00011057,0.00551264,0.354567,0.030042,10.5398,0.0107986
0.781,0.00462185,0.0645479,0.0375549,0.000497532,-0.000110073,0.00551253,0.354521,0.0298487,10.5398,0.0107985
0.782,0.00459211,0.0645525,0.0376195,0.000496526,-0.000109576,0.00551242,0.354475,0.0296566,10.5398,0.0107984
0.783,0.00456256,0.0645571,0.037684,0.000495504,-0.000109081,0.00551231,0.354429,0.0294658,10.5398,0.0107983
0.784,0.00453319,0.0645616,0.0377486,0.000494465,-0.000108586,0.0055122,0.354384,0.0292761,10.5398,0.0107981
0.785,0.00450402,0.0645661,0.0378132,0.000493411,-0.000108093,0.00551209,0.354339,0.0290877,10.5398,0.010798
0.786,0.00447502,0.0645706,0.0378777,0.000492341,-0.0001076,0.00551198,0.354294,0.0289004,10.5398,0.0107979
0.787,0.00444622,0.064575,0.0379423,0.000491257,-0.000107109,0.00551188,0.35425,0.0287121,10.5398,0.0107978
0.788,0.00441725,0.0645794,0.0380069,0.00048949,-0.00010662,0.00551177,0.354206,0.0285273,10.5398,0.0107977
0.789,0.00438881,0.0645838,0.0380715,0.000488395,-0.000106131,0.00551166,0.354162,0.0283435,10.5398,0.0107976
0.79,0.00436054,0.0645882,0.0381361,0.000487286,-0.000105644,0.00551156,0.354118,0.028161,10.5398,0.0107975
0.791,0.00433246,0.0645925,0.0382007,0.000486163,-0.000105158,0.00551145,0.354075,0.0279796,10.5398,0.0107974
0.792,0.00430456,0.0645968,0.0382653,0.000485026,-0.000104673,0.00551135,0.354032,0.0277994,10.5399,0.0107973
0.793,0.00427683,0.0646011,0.0383299,0.000483877,-0.000104189,0.00551124,0.353989,0.0276203,10.5399,0.0107972
0.794,0.00424928,0.0646053,0.0383945,0.000482727,-0.000103706,0.00551114,0.353947,0.0274423,10.5399,0.0107971
0.795,0.0042219,0.0646096,0.0384591,0.000481564,-0.000103225,0.00551104,0.353904,0.0272655,10.5399,0.010797
0.796,0.0041947,0.0646138,0.0385237,0.000480388,-0.000102744,0.00551093,0.353862,0.0270898,10.5399,0.0107969
0.797,0.00416767,0.0646179,0.0385883,0.0004792,-0.000102265,0.00551083,0.353821,0.0269152,10.5399,0.0107968
0.798,0.00414081,0.0646221,0.0386529,0.000477999,-0.000101787,0.00551073,0.353779,0.0267418,10.5399,0.0107967
0.799,0.00411412,0.0646262,0.0387176,0.000476786,-0.00010131,0.00551063,0.353738,0.0265694,10.5399,0.0107966
0.8,0.0040876,0.0646303,0.0387822,0.000475561,-0.000100835,0.00551053,0.353697,0.0263981,10.5399,0.0107965
0.801,0.00406125,0.0646343,0.0388468,0.000474324,-0.00010036,0.00551043,0.353657,0.026228,10.5399,0.0107964
0.802,0.00403507,0.0646384,0.0389115,0.000473077,-9.98874e-05,0.00551033,0.353616,0.0260589,10.5399,0.0107963
0.803,0.00400905,0.0646424,0.0389761,0.000471818,-9.94156e-05,0.00551023,0.353576,0.0258908,10.5399,0.0107962
0.804,0.00398321,0.0646464,0.0390408,0.000470549,-9.8945e-05,0.00551013,0.353536,0.0257239,10.5399,0.0107961
0.805,0.00395752,0.0646503,0.0391054,0.000469269,-9.84757e-05,0.00551003,0.353497,0.025558,10.54,0.010796
0.806,0.003932,0.0646543,0.0391701,0.000467979,-9.80078e-05,0.00550993,0.353457,0.0253932,10.54,0.0107959
0.807,0.00390664,0.0646582,0.0392347,0.00046668,-9.75411e-05,0.00550984,0.353418,0.0252294,10.54,0.0107958
0.808,0.00388144,0.064662,0.0392994,0.000465371,-9.70757e-05,0.00550974,0.35338,0.0250666,10.54,0.0107957
0.809,0.0038564,0.0646659,0.039364,0.000464052,-9.66117e-05,0.00550964,0.353341,0.0249049,10.54,0.0107956
0.81,0.00383153,0.0646697,0.0394287,0.000462725,-9.61489e-05,0.00550955,0.353303,0.0247442,10.54,0.0107955
0.811,0.00380681,0.0646735,0.0394934,0.000461389,-9.56875e-05,0.00550945,0.353265,0.0245846,10.54,0.0107954
0.812,0.00378224,0.0646773,0.0395581,0.000460044,-9.52275e-05,0.00550935,0.353227,0.024426,10.54,0.0107953
0.813,0.00375784,0.0646811,0.0396227,0.000458691,-9.47688e-05,0.00550926,0.353189,0.0242683,10.54,0.0107952
0.814,0.00373359,0.0646848,0.0396874,0.000457329,-9.43115e-05,0.00550917,0.353152,0.0241117,10.54,0.0107951
0.815,0.00370949,0.0646885,0.0397521,0.00045596,-9.38555e-05,0.00550907,0.353115,0.0239561,10.54,0.010795
0.816,0.00368555,0.0646922,0.0398168,0.000454584,-9.34009e-05,0.00550898,0.353078,0.0238015,10.5401,0.0107949
0.817,0.00366176,0.0646959,0.0398815,0.0004532,-9.29477e-05,0.00550889,0.353041,0.0236478,10.5401,0.0107948
0.818,0.00363813,0.0646995,0.0399462,0.000451809,-9.24959e-05,0.00550879,0.353005,0.0234952,10.5401,0.0107947
0.819,0.00361464,0.0647031,0.0400109,0.00045041,-9.20455e-05,0.0055087,0.352969,0.0233435,10.5401,0.0107946
0.82,0.0035913,0.0647067,0.0400756,0.000449011,-9.15965e-05,0.00550861,0.352933,0.0231927,10.5401,0.0107946
0.821,0.00356811,0.0647103,0.0401403,0.000447611,-9.11489e-05,0.00550852,0.352897,0.023043,10.5401,0.0107945
0.822,0.00354507,0.0647138,0.040205,0.000446205,-9.07027e-05,0.00550843,0.352862,0.0228942,10.5401,0.0107944
0.823,0.00352218,0.0647173,0.0402698,0.000444792,-9.02579e-05,0.00550834,0.352827,0.0227463,10.5401,0.0107943
0.824,0.00349943,0.0647208,0.0403345,0.000443373,-8.98145e-05,0.00550825,0.352792,0.0225994,10.5401,0.0107942
0.825,0.00347683,0.0647243,0.0403992,0.000441947,-8.93726e-05,0.00550816,0.352757,0.0224534,10.5401,0.0107941
0.826,0.00345437,0.0647278,0.0404639,0.000440516,-8.89321e-05,0.00550807,0.352722,0.0223084,10.5401,0.010794
0.827,0.00343206,0.0647312,0.0405287,0.000439079,-8.8493e-05,0.00550798,0.352688,0.0221643,10.5402,0.0107939
0.828,0.00340989,0.0647346,0.0405934,0.000437637,-8.80553e-05,0.00550789,0.352654,0.0220211,10.5402,0.0107938
0.829,0.00338786,0.064738,0.0406581,0.000436189,-8.76192e-05,0.0055078,0.35262,0.0218788,10.5402,0.0107938
0.83,0.00336597,0.0647414,0.0407229,0.000434737,-8.71844e-05,0.00550772,0.352586,0.0217374,10.5402,0.0107937
0.831,0.00334422,0.0647447,0.0407876,0.000433279,-8.67511e-05,0.00550763,0.352553,0.0215969,10.5402,0.0107936
0.832,0.0033226,0.064748,0.0408524,0.000431817,-8.63193e-05,0.00550754,0.35252,0.0214574,10.5402,0.0107935
0.833,0.00330113,0.0647513,0.0409171,0.00043035,-8.5889e-05,0.00550746,0.352487,0.0213169,10.5402,0.0107934
0.834,0.00327953,0.0647546,0.0409819,0.000428349,-8.54606e-05,0.00550737,0.352454,0.0211791,10.5402,0.0107933
0.835,0.00325833,0.0647579,0.0410466,0.000426889,-8.50337e-05,0.00550729,0.352421,0.0210422,10.5402,0.0107932
0.836,0.00323727,0.0647611,0.0411114,0.000425424,-8.46083e-05,0.0055072,0.352389,0.0209062,10.5402,0.0107932
0.837,0.00321634,0.0647643,0.0411762,0.000423956,-8.41844e-05,0.00550712,0.352357,0.020771,10.5403,0.0107931
0.838,0.00319554,0.0647675,0.0412409,0.000422483,-8.37619e-05,0.00550704,0.352325,0.0206367,10.5403,0.010793
0.839,0.00317488,0.0647707,0.0413057,0.000421007,-8.33409e-05,0.00550695,0.352293,0.0205033,10.5403,0.0107929
0.84,0.00315435,0.0647739,0.0413705,0.000419527,-8.29213e-05,0.00550687,0.352261,0.0203707,10.5403,0.0107928
0.841,0.00313395,0.064777,0.0414352,0.000418044,-8.25033e-05,0.00550679,0.35223,0.0202389,10.5403,0.0107927
0.842,0.00311368,0.0647801,0.0415,0.000416557,-8.20867e-05,0.0055067,0.352199,0.020108,10.5403,0.0107927
0.843,0.00309355,0.0647832,0.0415648,0.000415067,-8.16717e-05,0.00550662,0.352168,0.019978,10.5403,0.0107926
0.844,0.00307354,0.0647863,0.0416296,0.000413575,-8.12581e-05,0.00550654,0.352137,0.0198488,10.5403,0.0107925
0.845,0.00305366,0.0647893,0.0416944,0.000412079,-8.0846e-05,0.00550646,0.352107,0.0197204,10.5403,0.0107924
0.846,0.0030339,0.0647924,0.0417592,0.000410581,-8.04354e-05,0.00550638,0.352076,0.0195928,10.5403,0.0107923
0.847,0.00301427,0.0647954,0.041824,0.00040908,-8.00264e-05,0.0055063,0.352046,0.019466,10.5404,0.0107922
0.848,0.00299477,0.0647984,0.0418888,0.000407577,-7.96188e-05,0.00550622,0.352016,0.0193401,10.5404,0.0107922
0.849,0.00297539,0.0648013,0.0419536,0.000406072,-7.92127e-05,0.00550614,0.351987,0.0192149,10.5404,0.0107921
0.85,0.00295614,0.0648043,0.0420184,0.000404565,-7.88081e-05,0.00550606,0.351957,0.0190906,10.5404,0.010792
0.851,0.00293701,0.0648072,0.0420832,0.000403056,-7.84051e-05,0.00550598,0.351928,0.018967,10.5404,0.0107919
0.852,0.002918,0.0648102,0.042148,0.000401551,-7.80035e-05,0.00550591,0.351898,0.0188443,10.5404,0.0107919
0.853,0.00289912,0.0648131,0.0422128,0.000400048,-7.76035e-05,0.00550583,0.351869,0.0187223,10.5404,0.0107918
0.854,0.00288035,0.0648159,0.0422776,0.000398543,-7.72049e-05,0.00550575,0.351841,0.0186011,10.5404,0.0107917
0.855,0.00286171,0.0648188,0.0423424,0.000397037,-7.68079e-05,0.00550567,0.351812,0.0184807,10.5404,0.0107916
0.856,0.00284318,0.0648216,0.0424073,0.000395529,-7.64124e-05,0.0055056,0.351784,0.0183611,10.5404,0.0107915
0.857,0.00282478,0.0648245,0.0424721,0.000394019,-7.60184e-05,0.00550552,0.351755,0.0182422,10.5404,0.0107915
0.858,0.00280649,0.0648273,0.0425369,0.000392508,-7.56258e-05,0.00550545,0.351727,0.0181241,10.5405,0.0107914
0.859,0.00278832,0.0648301,0.0426017,0.000390996,-7.52349e-05,0.00550537,0.351699,0.0180067,10.5405,0.0107913
0.86,0.00277026,0.0648328,0.0426666,0.000389483,-7.48454e-05,0.0055053,0.351672,0.0178901,10.5405,0.0107912
0.861,0.00275233,0.0648356,0.0427314,0.000387969,-7.44574e-05,0.00550522,0.351644,0.0177743,10.5405,0.0107912
0.862,0.0027345,0.0648383,0.0427963,0.000386454,-7.40709e-05,0.00550515,0.351617,0.0176592,10.5405,0.0107911
0.863,0.00271679,0.064841,0.0428611,0.000384938,-7.3686e-05,0.00550507,0.35159,0.0175448,10.5405,0.010791
0.864,0.0026992,0.0648437,0.0429259,0.000383422,-7.33026e-05,0.005505,0.351563,0.0174311,10.5405,0.0107909
0.865,0.00268171,0.0648464,0.0429908,0.000381905,-7.29207e-05,0.00550493,0.351536,0.0173182,10.5405,0.0107909
0.866,0.00266434,0.0648491,0.0430556,0.000380389,-7.25403e-05,0.00550486,0.351509,0.017206,10.5405,0.0107908
0.867,0.00264708,0.0648517,0.0431205,0.000378872,-7.21614e-05,0.00550478,0.351483,0.0170946,10.5405,0.0107907
0.868,0.00262993,0.0648544,0.0431853,0.000377354,-7.17841e-05,0.00550471,0.351456,0.0169838,10.5406,0.0107907
0.869,0.0026129,0.064857,0.0432502,0.000375837,-7.14082e-05,0.00550464,0.35143,0.0168738,10.5406,0.0107906
0.87,0.00259597,0.0648596,0.0433151,0.00037432,-7.10339e-05,0.00550457,0.351404,0.0167645,10.5406,0.0107905
0.871,0.00257915,0.0648621,0.0433799,0.000372804,-7.06611e-05,0.0055045,0.351379,0.0166558,10.5406,0.0107904
0.872,0.00256243,0.0648647,0.0434448,0.000371287,-7.02898e-05,0.00550443,0.351353,0.0165479,10.5406,0.0107904
0.873,0.00254583,0.0648673,0.0435096,0.000369771,-6.992e-05,0.00550436,0.351327,0.0164406,10.5406,0.0107903
0.874,0.00252933,0.0648698,0.0435745,0.000368256,-6.95518e-05,0.00550429,0.351302,0.0163341,10.5406,0.0107902
0.875,0.00251294,0.0648723,0.0436394,0.000366741,-6.9185e-05,0.00550422,0.351277,0.0162282,10.5406,0.0107902
0.876,0.00249665,0.0648748,0.0437043,0.000365227,-6.88198e-05,0.00550415,0.351252,0.016123,10.5406,0.0107901
0.877,0.00248047,0.0648773,0.0437691,0.000363714,-6.84561e-05,0.00550408,0.351227,0.0160185,10.5406,0.01079
0.878,0.00246439,0.0648797,0.043834,0.000362202,-6.80939e-05,0.00550401,0.351203,0.0159147,10.5407,0.01079
0.879,0.00244841,0.0648822,0.0438989,0.000360691,-6.77332e-05,0.00550395,0.351178,0.0158115,10.5407,0.0107899
0.88,0.00243254,0.0648846,0.0439638,0.00035918,-6.7374e-05,0.00550388,0.351154,0.015709,10.5407,0.0107898
0.881,0.00241677,0.064887,0.0440287,0.000357671,-6.70164e-05,0.00550381,0.35113,0.0156071,10.5407,0.0107898
0.882,0.0024011,0.0648894,0.0440936,0.000356164,-6.66602e-05,0.00550375,0.351106,0.0155059,10.5407,0.0107897
0.883,0.00238553,0.0648918,0.0441585,0.000354658,-6.63055e-05,0.00550368,0.351082,0.0154054,10.5407,0.0107896
0.884,0.00237006,0.0648942,0.0442234,0.000353153,-6.59524e-05,0.00550361,0.351058,0.0153055,10.5407,0.0107896
0.885,0.00235469,0.0648965,0.0442882,0.000351649,-6.56007e-05,0.00550355,0.351035,0.0152062,10.5407,0.0107895
0.886,0.00233942,0.0648989,0.0443531,0.000350148,-6.52506e-05,0.00550348,0.351011,0.0151076,10.5407,0.0107894
0.887,0.00232425,0.0649012,0.044418,0.000348648,-6.49019e-05,0.00550342,0.350988,0.0150096,10.5407,0.0107894
0.888,0.00230918,0.0649035,0.044483,0.000347149,-6.45548e-05,0.00550335,0.350965,0.0149123,10.5408,0.0107893
0.889,0.0022942,0.0649058,0.0445479,0.000345653,-6.42091e-05,0.00550329,0.350942,0.0148156,10.5408,0.0107892
0.89,0.00227932,0.0649081,0.0446128,0.000344158,-6.3865e-05,0.00550322,0.350919,0.0147194,10.5408,0.0107892
0.891,0.00226453,0.0649104,0.0446777,0.000342668,-6.35223e-05,0.00550316,0.350896,0.014624,10.5408,0.0107891
0.892,0.00224984,0.0649126,0.0447426,0.000341185,-6.31811e-05,0.0055031,0.350874,0.0145291,10.5408,0.010789
0.893,0.00223524,0.0649148,0.0448075,0.000339704,-6.28414e-05,0.00550304,0.350852,0.0144348,10.5408,0.010789
0.894,0.00222074,0.0649171,0.0448724,0.000338224,-6.25032e-05,0.00550297,0.350829,0.0143412,10.5408,0.0107889
0.895,0.00220633,0.0649193,0.0449373,0.000336747,-6.21665e-05,0.00550291,0.350807,0.0142468,10.5408,0.0107889
0.896,0.00219182,0.0649215,0.0450023,0.000334886,-6.18316e-05,0.00550285,0.350785,0.0141544,10.5408,0.0107888
0.897,0.0021776,0.0649236,0.0450672,0.000333424,-6.14981e-05,0.00550279,0.350764,0.0140625,10.5408,0.0107887
0.898,0.00216346,0.0649258,0.0451321,0.000331964,-6.11662e-05,0.00550273,0.350742,0.0139712,10.5409,0.0107887
0.899,0.00214942,0.0649279,0.045197,0.000330506,-6.08357e-05,0.00550267,0.350721,0.0138806,10.5409,0.0107886
0.9,0.00213547,0.0649301,0.045262,0.00032905,-6.05066e-05,0.0055026,0.350699,0.0137905,10.5409,0.0107886
0.901,0.00212161,0.0649322,0.0453269,0.000327596,-6.0179e-05,0.00550254,0.350678,0.013701,10.5409,0.0107885
0.902,0.00210784,0.0649343,0.0453918,0.000326145,-5.98529e-05,0.00550248,0.350657,0.013612,10.5409,0.0107884
0.903,0.00209416,0.0649364,0.0454568,0.000324696,-5.95282e-05,0.00550243,0.350636,0.0135236,10.5409,0.0107884
0.904,0.00208056,0.0649385,0.0455217,0.000323249,-5.92049e-05,0.00550237,0.350615,0.0134359,10.5409,0.0107883
0.905,0.00206705,0.0649406,0.0455866,0.000321804,-5.88831e-05,0.00550231,0.350594,0.0133486,10.5409,0.0107883
0.906,0.00205363,0.0649426,0.0456516,0.000320362,-5.85628e-05,0.00550225,0.350574,0.0132619,10.5409,0.0107882
0.907,0.0020403,0.0649446,0.0457165,0.000318922,-5.82439e-05,0.00550219,0.350554,0.0131758,10.5409,0.0107881
0.908,0.00202705,0.0649467,0.0457815,0.000317485,-5.79264e-05,0.00550213,0.350533,0.0130903,10.5409,0.0107881
0.909,0.00201389,0.0649487,0.0458464,0.000316051,-5.76103e-05,0.00550207,0.350513,0.0130053,10.541,0.010788
0.91,0.00200081,0.0649507,0.0459114,0.000314619,-5.72957e-05,0.00550202,0.350493,0.0129208,10.541,0.010788
0.911,0.00198782,0.0649527,0.0459763,0.00031319,-5.69825e-05,0.00550196,0.350473,0.0128369,10.541,0.0107879
0.912,0.00197491,0.0649547,0.0460413,0.000311764,-5.66707e-05,0.0055019,0.350453,0.0127535,10.541,0.0107879
0.913,0.00196208,0.0649566,0.0461062,0.000310341,-5.63604e-05,0.00550185,0.350434,0.0126707,10.541,0.0107878
0.914,0.00194934,0.0649586,0.0461712,0.000308921,-5.60515e-05,0.00550179,0.350414,0.0125884,10.541,0.0107877
0.915,0.00193668,0.0649605,0.0462362,0.000307503,-5.5744e-05,0.00550174,0.350395,0.0125066,10.541,0.0107877
0.916,0.0019241,0.0649624,0.0463011,0.000306089,-5.54379e-05,0.00550168,0.350376,0.0124254,10.541,0.0107876
0.917,0.0019116,0.0649643,0.0463661,0.000304678,-5.51332e-05,0.00550163,0.350357,0.0123447,10.541,0.0107876
0.918,0.00189918,0.0649662,0.0464311,0.00030327,-5.48299e-05,0.00550157,0.350338,0.0122645,10.541,0.0107875
0.919,0.00188684,0.0649681,0.046496,0.000301865,-5.45281e-05,0.00550152,0.350319,0.0121848,10.541,0.0107875
0.92,0.00187458,0.06497,0.046561,0.000300463,-5.42276e-05,0.00550146,0.3503,0.0121056,10.5411,0.0107874
0.921,0.0018624,0.0649719,0.046626,0.000299065,-5.39285e-05,0.00550141,0.350281,0.012027,10.5411,0.0107874
0.922,0.0018503,0.0649737,0.0466909,0.000297669,-5.36309e-05,0.00550135,0.350263,0.0119488,10.5411,0.0107873
0.923,0.00183828,0.0649755,0.0467559,0.000296278,-5.33346e-05,0.0055013,0.350245,0.0118712,10.5411,0.0107872
0.924,0.00182633,0.0649774,0.0468209,0.000294889,-5.30397e-05,0.00550125,0.350226,0.011794,10.5411,0.0107872
0.925,0.00181447,0.0649792,0.0468859,0.000293504,-5.27462e-05,0.00550119,0.350208,0.0117174,10.5411,0.0107871
0.926,0.00180267,0.064981,0.0469509,0.000292123,-5.24541e-05,0.00550114,0.35019,0.0116412,10.5411,0.0107871
0.927,0.00179096,0.0649828,0.0470158,0.000290745,-5.21633e-05,0.00550109,0.350172,0.0115656,10.5411,0.010787
0.928,0.00177932,0.0649846,0.0470808,0.00028937,-5.1874e-05,0.00550104,0.350154,0.0114904,10.5411,0.010787
0.929,0.00176775,0.0649863,0.0471458,0.000287999,-5.1586e-05,0.00550099,0.350137,0.0114157,10.5411,0.0107869
0.93,0.00175626,0.0649881,0.0472108,0.000286632,-5.12993e-05,0.00550094,0.350119,0.0113415,10.5411,0.0107869
